,cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
7977,333.53,277,34,7,Авиа,B2B,Физическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-09-04 20:10:00,2023-09-06 06:10:00,2.1,Осень,Осень
5728,21.12,14,42,10,Авиа,B2B,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Оптовый,2023-09-04 20:46:00,2023-09-06 14:46:00,3.3000000000000003,Осень,Осень
9626,42.53,77,10,7,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-09-04 20:54:00,2023-09-05 06:54:00,1.26,Осень,Осень
13862,670.63,972,59,10,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Нижний Новгород,Розничный,2023-09-04 21:36:00,2023-09-07 08:36:00,30.5,Осень,Осень
4555,1672.32,903,12,3,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-09-04 21:44:00,2023-09-05 09:44:00,2.94,Осень,Осень
17604,967.28,544,69,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-09-04 21:54:00,2023-09-07 18:54:00,8.8,Осень,Осень
10430,467.05,798,61,5,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Владивосток,Розничный,2023-09-04 22:49:00,2023-09-07 11:49:00,2.5,Осень,Осень
10312,460.06,608,61,8,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Санкт-Петербург,Розничный,2023-09-04 23:42:00,2023-09-07 12:42:00,1.36,Осень,Осень
6671,260.27,326,12,2,Морской,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-09-04 23:46:00,2023-09-05 11:46:00,0.6,Осень,Осень
12727,6.24,12,52,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-09-05 01:06:00,2023-09-07 05:06:00,9.15,Осень,Осень
7458,303.59,249,49,4,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Калининград,Розничный,2023-09-05 01:17:00,2023-09-07 02:17:00,3.92,Осень,Осень
13487,645.26,462,31,1,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-09-05 01:41:00,2023-09-06 08:41:00,3.5,Осень,Осень
13466,643.5,471,29,3,Грузовик,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Краснодар,Розничный,2023-09-05 02:28:00,2023-09-06 07:28:00,78.9,Осень,Осень
13870,671.1,758,17,9,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-09-05 02:31:00,2023-09-05 19:31:00,90.0,Осень,Осень
2254,127.21,219,49,3,Грузовик,B2B,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-09-05 02:36:00,2023-09-07 03:36:00,0.8999999999999999,Осень,Осень
8629,368.76,217,11,2,Авиа,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-09-05 02:41:00,2023-09-05 13:41:00,4.4,Осень,Осень
13358,637.72,404,40,5,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Москва,Розничный,2023-09-05 02:46:00,2023-09-06 18:46:00,17.5,Осень,Осень
1047,1112.87,799,36,3,ЖД,B2B,Юридическое лицо,Электроника,Компьютеры,Москва,Калининград,Розничный,2023-09-05 03:17:00,2023-09-06 15:17:00,6.6000000000000005,Осень,Осень
14092,687.93,689,66,4,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-09-05 04:20:00,2023-09-07 22:20:00,3.92,Осень,Осень
10376,463.8,299,40,5,Грузовик,B2C,Юридическое лицо,Одежда,Женская,Казань,Москва,Розничный,2023-09-05 04:35:00,2023-09-06 20:35:00,1.65,Осень,Осень
11647,533.1,961,48,4,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Казань,Краснодар,Оптовый,2023-09-05 05:09:00,2023-09-07 05:09:00,2.0,Осень,Осень
1582,1178.6,962,35,10,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Сочи,Сочи,Розничный,2023-09-05 05:29:00,2023-09-06 16:29:00,4.0,Осень,Осень
4522,1662.31,944,51,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-09-05 06:17:00,2023-09-07 09:17:00,70.0,Осень,Осень
9025,389.23,615,4,7,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Калининград,Розничный,2023-09-05 06:21:00,2023-09-05 10:21:00,1.75,Осень,Осень
15631,8.06,6,8,3,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Калининград,Оптовый,2023-09-05 06:24:00,2023-09-05 14:24:00,78.9,Осень,Осень
4107,1576.91,844,64,3,Авиа,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Москва,Розничный,2023-09-05 07:34:00,2023-09-07 23:34:00,2.1,Осень,Осень
8772,374.73,315,31,2,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-09-05 07:43:00,2023-09-06 14:43:00,0.5,Осень,Осень
4521,1662.21,875,65,5,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Оптовый,2023-09-05 07:59:00,2023-09-08 00:59:00,0.065,Осень,Осень
7172,289.07,302,24,7,Авиа,VIP,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-09-05 08:19:00,2023-09-06 08:19:00,15.400000000000002,Осень,Осень
15420,784.0,436,70,7,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-09-05 08:48:00,2023-09-08 06:48:00,15.400000000000002,Осень,Осень
7496,306.82,297,2,1,ЖД,B2C,Юридическое лицо,Электроника,Мобильные устройства,Москва,Москва,Розничный,2023-09-05 08:49:00,2023-09-05 10:49:00,0.5,Осень,Осень
17169,926.04,626,2,10,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Новосибирск,Розничный,2023-09-05 09:05:00,2023-09-05 11:05:00,90.0,Осень,Осень
8387,355.01,320,35,9,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Калининград,Оптовый,2023-09-05 09:35:00,2023-09-06 20:35:00,2.25,Осень,Осень
14729,732.08,752,53,2,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Казань,Розничный,2023-09-05 09:57:00,2023-09-07 14:57:00,0.34,Осень,Осень
10903,491.92,254,29,2,Грузовик,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-09-05 10:02:00,2023-09-06 15:02:00,120.0,Осень,Осень
10869,49.77,90,65,8,ЖД,B2B,Физическое лицо,Электроника,Компьютеры,Новосибирск,Москва,Розничный,2023-09-05 10:03:00,2023-09-08 03:03:00,80.0,Осень,Осень
10558,472.93,631,71,5,ЖД,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-09-05 10:29:00,2023-09-08 09:29:00,3.0,Осень,Осень
1820,121.34,233,7,8,Авиа,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Нижний Новгород,Розничный,2023-09-05 12:34:00,2023-09-05 19:34:00,5.6,Осень,Осень
11773,54.14,43,61,10,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-09-05 13:04:00,2023-09-08 02:04:00,5.0,Осень,Осень
12759,600.0,400,61,9,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-09-05 14:38:00,2023-09-08 03:38:00,0.1169999999999999,Осень,Осень
16744,889.58,700,20,2,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Екатеринбург,Розничный,2023-09-05 16:33:00,2023-09-06 12:33:00,4.4,Осень,Осень
12276,571.71,826,49,8,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-09-05 16:41:00,2023-09-07 17:41:00,1.44,Осень,Осень
14101,688.5,542,51,1,ЖД,B2C,Юридическое лицо,Одежда,Мужская,Новосибирск,Сочи,Розничный,2023-09-05 17:38:00,2023-09-07 20:38:00,0.3,Осень,Осень
5787,213.29,380,23,9,ЖД,B2C,Юридическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-09-05 18:18:00,2023-09-06 17:18:00,2.7,Осень,Осень
2808,1346.31,934,31,4,Грузовик,B2B,Физическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-09-05 18:23:00,2023-09-07 01:23:00,1.32,Осень,Осень
14699,73.42,53,47,10,Морской,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-09-05 20:30:00,2023-09-07 19:30:00,2.5,Осень,Осень
3422,1448.56,739,32,1,Авиа,B2B,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-09-05 20:51:00,2023-09-07 04:51:00,0.33,Осень,Осень
12931,610.16,317,12,7,ЖД,B2C,Физическое лицо,Одежда,Мужская,Сочи,Краснодар,Розничный,2023-09-05 21:30:00,2023-09-06 09:30:00,2.1,Осень,Осень
1440,1158.75,954,70,4,Грузовик,VIP,Физическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Оптовый,2023-09-05 21:37:00,2023-09-08 19:37:00,2.0,Осень,Осень
1631,1186.87,620,44,4,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Санкт-Петербург,Розничный,2023-09-05 21:40:00,2023-09-07 17:40:00,2.0,Осень,Осень
2398,129.09,100,34,1,ЖД,B2B,Физическое лицо,Спорттовары,Тренажеры,Казань,Калининград,Розничный,2023-09-05 22:37:00,2023-09-07 08:37:00,26.3,Осень,Осень
7512,308.18,165,32,4,ЖД,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-09-05 22:37:00,2023-09-07 06:37:00,2.4,Осень,Осень
17361,943.79,723,16,8,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Новосибирск,Розничный,2023-09-05 23:02:00,2023-09-06 15:02:00,140.0,Осень,Осень
5310,19.34,36,23,7,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-09-06 00:06:00,2023-09-06 23:06:00,122.5,Осень,Осень
13113,621.09,325,37,1,ЖД,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-09-06 01:02:00,2023-09-07 14:02:00,73.0,Осень,Осень
12827,605.14,457,59,9,Морской,B2C,Юридическое лицо,Одежда,Женская,Москва,Казань,Розничный,2023-09-06 01:14:00,2023-09-08 12:14:00,5.4,Осень,Осень
3202,1406.56,724,36,3,ЖД,B2C,Юридическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-09-06 01:34:00,2023-09-07 13:34:00,0.99,Осень,Осень
11274,511.69,562,72,2,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-09-06 01:53:00,2023-09-09 01:53:00,0.8,Осень,Осень
3506,1462.56,920,27,1,Морской,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Казань,Розничный,2023-09-06 02:03:00,2023-09-07 05:03:00,0.6,Осень,Осень
7382,30.68,41,47,1,Грузовик,B2B,Физическое лицо,Спорттовары,Тренажеры,Москва,Москва,Розничный,2023-09-06 02:35:00,2023-09-08 01:35:00,26.3,Осень,Осень
784,1080.31,873,42,5,Грузовик,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Краснодар,Розничный,2023-09-06 02:40:00,2023-09-07 20:40:00,131.5,Осень,Осень
15571,794.4,761,19,10,ЖД,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Оптовый,2023-09-06 03:16:00,2023-09-06 22:16:00,1.7000000000000002,Осень,Осень
8217,346.82,258,51,5,Морской,B2B,Физическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Розничный,2023-09-06 04:00:00,2023-09-08 07:00:00,2.0,Осень,Осень
700,1072.17,693,58,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Сочи,Розничный,2023-09-06 04:16:00,2023-09-08 14:16:00,60.0,Осень,Осень
6691,261.31,442,56,8,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-09-06 04:42:00,2023-09-08 12:42:00,28.0,Осень,Осень
15515,790.22,432,24,3,Авиа,VIP,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Сочи,Розничный,2023-09-06 04:55:00,2023-09-07 04:55:00,0.51,Осень,Осень
17790,981.37,691,52,2,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Новосибирск,Сочи,Розничный,2023-09-06 06:35:00,2023-09-08 10:35:00,18.0,Осень,Осень
10357,462.36,317,31,10,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-09-06 06:50:00,2023-09-07 13:50:00,90.0,Осень,Осень
396,104.54,55,46,4,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-09-06 06:55:00,2023-09-08 04:55:00,14.0,Осень,Осень
3261,1419.07,720,61,5,Авиа,B2B,Юридическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-09-06 08:06:00,2023-09-08 21:06:00,4.9,Осень,Осень
8306,350.16,200,53,1,Авиа,B2C,Юридическое лицо,Спорттовары,Тренажеры,Новосибирск,Казань,Розничный,2023-09-06 09:29:00,2023-09-08 14:29:00,26.3,Осень,Осень
17146,923.52,556,5,1,ЖД,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-09-06 12:19:00,2023-09-06 17:19:00,0.3,Осень,Осень
1456,116.81,114,26,6,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Москва,Розничный,2023-09-06 12:26:00,2023-09-07 14:26:00,2.4000000000000004,Осень,Осень
13796,666.84,401,19,6,Морской,B2B,Юридическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Москва,Розничный,2023-09-06 12:47:00,2023-09-07 07:47:00,1.02,Осень,Осень
6733,263.91,511,23,4,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Казань,Розничный,2023-09-06 12:53:00,2023-09-07 11:53:00,8.8,Осень,Осень
17084,918.51,780,61,4,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Владивосток,Оптовый,2023-09-06 12:57:00,2023-09-09 01:57:00,0.68,Осень,Осень
5823,214.75,151,55,8,ЖД,B2B,Физическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-09-06 13:03:00,2023-09-08 20:03:00,5.6,Осень,Осень
12401,579.27,300,60,3,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Москва,Розничный,2023-09-06 13:16:00,2023-09-09 01:16:00,78.9,Осень,Осень
2189,126.99,226,67,4,Авиа,B2B,Физическое лицо,Электроника,Компьютеры,Москва,Нижний Новгород,Розничный,2023-09-06 13:22:00,2023-09-09 08:22:00,8.8,Осень,Осень
7449,303.02,292,31,2,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-09-06 14:54:00,2023-09-07 21:54:00,20.0,Осень,Осень
3482,1458.28,906,66,9,Грузовик,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Екатеринбург,Розничный,2023-09-06 15:21:00,2023-09-09 09:21:00,5.4,Осень,Осень
4526,1664.17,899,55,5,ЖД,B2B,Юридическое лицо,Одежда,Женская,Москва,Казань,Розничный,2023-09-06 15:26:00,2023-09-08 22:26:00,1.5,Осень,Осень
10242,456.19,546,52,5,Грузовик,B2B,Юридическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-09-06 17:13:00,2023-09-08 21:13:00,2.5,Осень,Осень
4474,165.92,156,28,1,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Оптовый,2023-09-06 17:26:00,2023-09-07 21:26:00,0.17,Осень,Осень
16243,846.44,624,39,8,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-09-06 17:40:00,2023-09-08 08:40:00,40.0,Осень,Осень
9915,437.06,472,35,5,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-09-06 18:12:00,2023-09-08 05:12:00,0.8500000000000001,Осень,Осень
3877,1529.85,930,66,6,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-09-06 18:18:00,2023-09-09 12:18:00,54.0,Осень,Осень
1882,1216.37,958,6,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Санкт-Петербург,Розничный,2023-09-06 18:28:00,2023-09-07 00:28:00,8.8,Осень,Осень
9499,412.61,602,12,4,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-09-06 19:06:00,2023-09-07 07:06:00,2.4,Осень,Осень
2014,1235.34,625,39,3,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Сочи,Розничный,2023-09-06 19:29:00,2023-09-08 10:29:00,1.5,Осень,Осень
11899,548.34,548,23,1,Грузовик,B2B,Физическое лицо,Одежда,Мужская,Москва,Нижний Новгород,Розничный,2023-09-06 19:36:00,2023-09-07 18:36:00,0.3,Осень,Осень
4839,1752.62,975,67,8,ЖД,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Краснодар,Розничный,2023-09-06 20:18:00,2023-09-09 15:18:00,1.36,Осень,Осень
5959,221.33,158,69,2,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Нижний Новгород,Розничный,2023-09-06 21:18:00,2023-09-09 18:18:00,146.0,Осень,Осень
17233,931.52,477,40,7,Грузовик,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Москва,Розничный,2023-09-06 21:39:00,2023-09-08 13:39:00,2.1,Осень,Осень
7594,312.96,228,65,4,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-09-06 22:29:00,2023-09-09 15:29:00,1.6,Осень,Осень
1624,1184.6,714,48,6,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-09-06 22:46:00,2023-09-08 22:46:00,0.078,Осень,Осень
5907,219.3,241,36,10,ЖД,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-09-07 00:43:00,2023-09-08 12:43:00,3.0,Осень,Осень
9693,423.17,578,70,5,Морской,B2B,Физическое лицо,Одежда,Женская,Москва,Екатеринбург,Розничный,2023-09-07 02:38:00,2023-09-10 00:38:00,1.65,Осень,Осень
16344,855.51,460,65,3,ЖД,B2C,Юридическое лицо,Одежда,Женская,Москва,Краснодар,Розничный,2023-09-07 03:11:00,2023-09-09 20:11:00,0.99,Осень,Осень
3880,153.0,116,16,1,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-09-07 03:26:00,2023-09-07 19:26:00,5.0,Осень,Осень
11522,526.13,280,60,5,ЖД,B2C,Физическое лицо,Одежда,Мужская,Сочи,Владивосток,Розничный,2023-09-07 03:35:00,2023-09-09 15:35:00,1.5,Осень,Осень
9101,391.81,604,16,6,Авиа,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-09-07 03:50:00,2023-09-07 19:50:00,1.7999999999999998,Осень,Осень
6321,241.25,274,24,8,ЖД,B2C,Физическое лицо,Одежда,Женская,Казань,Краснодар,Оптовый,2023-09-07 04:15:00,2023-09-08 04:15:00,2.4,Осень,Осень
7119,285.99,217,1,6,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-09-07 04:46:00,2023-09-07 05:46:00,21.0,Осень,Осень
11202,508.09,292,62,3,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Казань,Розничный,2023-09-07 05:15:00,2023-09-09 19:15:00,15.0,Осень,Осень
6697,261.68,167,44,6,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-09-07 05:21:00,2023-09-09 01:21:00,1.5,Осень,Осень
2418,1290.57,961,40,1,Морской,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-09-07 06:15:00,2023-09-08 22:15:00,0.6,Осень,Осень
15463,786.53,411,57,5,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Екатеринбург,Розничный,2023-09-07 07:18:00,2023-09-09 16:18:00,0.8500000000000001,Осень,Осень
10536,471.67,255,55,1,Грузовик,B2C,Физическое лицо,Одежда,Женская,Казань,Сочи,Розничный,2023-09-07 11:22:00,2023-09-09 18:22:00,0.6,Осень,Осень
3787,151.98,82,68,2,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Екатеринбург,Розничный,2023-09-07 11:25:00,2023-09-10 07:25:00,146.0,Осень,Осень
13001,614.6,343,39,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Розничный,2023-09-07 11:49:00,2023-09-09 02:49:00,27.45,Осень,Осень
7716,32.41,56,35,10,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-09-07 12:03:00,2023-09-08 23:03:00,100.0,Осень,Осень
15953,824.01,540,25,2,ЖД,VIP,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Санкт-Петербург,Розничный,2023-09-07 14:13:00,2023-09-08 15:13:00,140.0,Осень,Осень
8755,374.02,710,53,3,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-09-07 14:18:00,2023-09-09 19:18:00,27.0,Осень,Осень
5386,192.4,173,64,4,Грузовик,B2C,Юридическое лицо,Одежда,Женская,Сочи,Санкт-Петербург,Розничный,2023-09-07 14:19:00,2023-09-10 06:19:00,1.2,Осень,Осень
4133,158.79,148,13,10,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-09-07 14:20:00,2023-09-08 03:20:00,9.8,Осень,Осень
13965,678.61,932,69,5,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-09-07 14:48:00,2023-09-10 11:48:00,11.0,Осень,Осень
11887,547.8,282,69,6,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Казань,Розничный,2023-09-07 15:18:00,2023-09-10 12:18:00,13.2,Осень,Осень
10779,485.88,251,7,10,Авиа,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-09-07 15:59:00,2023-09-07 22:59:00,2.5,Осень,Осень
6482,250.04,148,62,2,ЖД,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Сочи,Розничный,2023-09-07 16:12:00,2023-09-10 06:12:00,0.6,Осень,Осень
2644,132.94,215,16,2,Авиа,VIP,Физическое лицо,Одежда,Женская,Казань,Владивосток,Розничный,2023-09-07 17:15:00,2023-09-08 09:15:00,1.2,Осень,Осень
4361,162.97,210,62,8,ЖД,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-09-07 17:22:00,2023-09-10 07:22:00,1.44,Осень,Осень
4437,1641.09,950,5,8,Авиа,B2B,Юридическое лицо,Одежда,Мужская,Сочи,Санкт-Петербург,Розничный,2023-09-07 17:32:00,2023-09-07 22:32:00,4.0,Осень,Осень
3452,1451.18,995,15,10,ЖД,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Сочи,Розничный,2023-09-07 17:41:00,2023-09-08 08:41:00,5.0,Осень,Осень
471,1048.16,719,63,2,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-09-07 17:41:00,2023-09-10 08:41:00,1.96,Осень,Осень
16611,877.55,685,44,6,ЖД,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Краснодар,Розничный,2023-09-07 19:48:00,2023-09-09 15:48:00,1.98,Осень,Осень
4400,163.58,270,9,3,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Розничный,2023-09-07 20:30:00,2023-09-08 05:30:00,6.6000000000000005,Осень,Осень
17561,962.97,794,1,5,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Розничный,2023-09-07 20:31:00,2023-09-07 21:31:00,25.0,Осень,Осень
14891,744.42,840,42,1,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-09-07 22:07:00,2023-09-09 16:07:00,3.5,Осень,Осень
14069,686.02,966,16,1,Грузовик,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-09-07 22:58:00,2023-09-08 14:58:00,5.0,Осень,Осень
847,1089.8,805,48,10,ЖД,B2B,Физическое лицо,Одежда,Женская,Казань,Краснодар,Оптовый,2023-09-07 23:21:00,2023-09-09 23:21:00,3.0,Осень,Осень
15109,76.76,85,19,4,ЖД,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-09-07 23:38:00,2023-09-08 18:38:00,2.4,Осень,Осень
9975,44.72,49,45,10,Морской,B2C,Физическое лицо,Одежда,Мужская,Сочи,Казань,Розничный,2023-09-08 00:05:00,2023-09-09 21:05:00,5.0,Осень,Осень
9509,413.05,447,44,4,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-09-08 00:47:00,2023-09-09 20:47:00,0.68,Осень,Осень
1896,1219.06,738,70,3,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-09-08 01:45:00,2023-09-10 23:45:00,1.5,Осень,Осень
10542,472.26,490,60,2,Авиа,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-09-08 01:51:00,2023-09-10 13:51:00,1.4,Осень,Осень
4519,1661.47,960,22,9,Морской,VIP,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Владивосток,Розничный,2023-09-08 01:55:00,2023-09-08 23:55:00,4.5,Осень,Осень
985,1104.72,756,58,6,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-09-08 02:05:00,2023-09-10 12:05:00,18.3,Осень,Осень
13260,631.13,560,19,8,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-09-08 02:26:00,2023-09-08 21:26:00,28.0,Осень,Осень
13051,618.01,453,5,4,Грузовик,B2C,Физическое лицо,Одежда,Женская,Сочи,Санкт-Петербург,Розничный,2023-09-08 02:26:00,2023-09-08 07:26:00,1.32,Осень,Осень
16106,835.53,457,49,10,Грузовик,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-09-08 03:12:00,2023-09-10 04:12:00,9.8,Осень,Осень
