cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
605.04,707,30,9,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-07-03 22:41:00,2023-07-05 04:41:00,5.4,Лето,Лето
605.4,539,26,7,Морской,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-01-07 14:47:00,2023-01-08 16:47:00,4.2,Зима,Зима
605.44,993,4,8,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-11-13 08:56:00,2023-11-13 12:56:00,480.0,Осень,Осень
606.77,503,2,8,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-02-06 11:55:00,2023-02-06 13:55:00,2.0,Зима,Зима
606.91,490,35,3,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-12-19 13:38:00,2023-12-21 00:38:00,0.039,Зима,Зима
607.03,390,48,6,Морской,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Калининград,Розничный,2023-08-09 08:01:00,2023-08-11 08:01:00,360.0,Лето,Лето
607.06,536,17,3,Авиа,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-09-23 15:15:00,2023-09-24 08:15:00,0.51,Осень,Осень
608.87,591,34,8,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-04-03 05:30:00,2023-04-04 15:30:00,0.104,Весна,Весна
609.05,561,14,2,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-03-31 04:59:00,2023-03-31 18:59:00,0.5,Весна,Весна
609.24,383,16,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-12-21 03:25:00,2023-12-21 19:25:00,157.5,Зима,Зима
609.64,545,21,6,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Екатеринбург,Розничный,2023-07-29 09:23:00,2023-07-30 06:23:00,157.8,Лето,Лето
609.65,589,2,1,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-05-31 14:25:00,2023-05-31 16:25:00,0.3,Весна,Весна
61.86,62,36,5,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-05-10 02:24:00,2023-05-11 14:24:00,3.5,Весна,Весна
61.9,52,34,8,Морской,VIP,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-11-26 23:57:00,2023-11-28 09:57:00,4.0,Осень,Осень
610.87,328,27,7,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-10-02 02:12:00,2023-10-03 05:12:00,2.1,Осень,Осень
612.08,626,35,6,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-07-24 00:06:00,2023-07-25 11:06:00,157.8,Лето,Лето
612.08,498,13,8,ЖД,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-12-26 11:50:00,2023-12-27 00:50:00,1.36,Зима,Зима
612.15,377,66,7,ЖД,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-11-26 15:11:00,2023-11-29 09:11:00,1.26,Осень,Осень
612.71,773,67,2,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-03-07 15:37:00,2023-03-10 10:37:00,1.4,Весна,Весна
613.0,313,32,3,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-02 12:17:00,2023-11-03 20:17:00,0.99,Осень,Осень
614.82,887,5,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-02-07 09:24:00,2023-02-07 14:24:00,60.0,Зима,Зима
615.42,394,44,5,Морской,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-01-13 02:40:00,2023-01-14 22:40:00,0.8500000000000001,Зима,Зима
615.95,554,64,7,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-10-01 04:55:00,2023-10-03 20:55:00,63.0,Осень,Осень
617.55,507,13,10,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-04-19 09:42:00,2023-04-19 22:42:00,0.13,Весна,Весна
618.86,882,71,7,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-11-29 09:24:00,2023-12-02 08:24:00,63.0,Осень,Зима
619.18,784,32,1,Грузовик,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-08-29 10:46:00,2023-08-30 18:46:00,26.3,Лето,Лето
62.28,37,24,9,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-07-18 11:24:00,2023-07-19 11:24:00,5.4,Лето,Лето
62.99,79,45,8,ЖД,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-08-29 06:54:00,2023-08-31 03:54:00,2.4,Лето,Лето
621.09,325,37,1,ЖД,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-09-06 01:02:00,2023-09-07 14:02:00,73.0,Осень,Осень
621.1,381,65,7,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-07-27 08:05:00,2023-07-30 01:05:00,0.21,Лето,Лето
621.49,672,24,2,Морской,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-09-15 07:18:00,2023-09-16 07:18:00,1.4,Осень,Осень
621.64,589,46,7,ЖД,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-12-07 10:02:00,2023-12-09 08:02:00,4.2,Зима,Зима
622.04,323,8,6,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-29 04:00:00,2023-05-29 12:00:00,2.4000000000000004,Весна,Весна
623.39,675,4,8,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-09-13 22:02:00,2023-09-14 02:02:00,24.4,Осень,Осень
623.56,352,62,2,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-02-22 07:48:00,2023-02-24 21:48:00,0.34,Зима,Зима
624.46,396,38,10,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-09-15 20:59:00,2023-09-17 10:59:00,0.3,Осень,Осень
624.81,639,20,1,Грузовик,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-03-10 03:32:00,2023-03-10 23:32:00,73.0,Весна,Весна
627.93,738,72,1,Морской,B2B,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Казань,Розничный,2023-11-24 01:58:00,2023-11-27 01:58:00,26.3,Осень,Осень
628.07,507,53,7,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-12-04 16:16:00,2023-12-06 21:16:00,2.8000000000000003,Зима,Зима
629.25,838,15,1,Авиа,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Москва,Розничный,2023-02-03 08:01:00,2023-02-03 23:01:00,26.3,Зима,Зима
630.23,370,36,8,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-11-22 22:28:00,2023-11-24 10:28:00,4.8,Осень,Осень
631.02,924,64,7,Грузовик,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-04-13 10:05:00,2023-04-16 02:05:00,2.31,Весна,Весна
631.68,839,46,4,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-05-23 20:30:00,2023-05-25 18:30:00,1.2,Весна,Весна
632.86,327,38,7,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-04-10 07:31:00,2023-04-11 21:31:00,6.859999999999999,Весна,Весна
633.75,869,45,2,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-10-21 09:21:00,2023-10-23 06:21:00,0.34,Осень,Осень
634.1,355,38,7,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-08-05 16:41:00,2023-08-07 06:41:00,24.5,Лето,Лето
634.49,452,57,1,Авиа,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-08-23 18:02:00,2023-08-26 03:02:00,0.25,Лето,Лето
635.45,319,44,8,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-09-10 23:56:00,2023-09-12 19:56:00,17.6,Осень,Осень
636.8,556,29,6,Грузовик,VIP,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-04-07 03:50:00,2023-04-08 08:50:00,2.4000000000000004,Весна,Весна
637.78,539,30,3,Грузовик,VIP,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-08-17 08:47:00,2023-08-18 14:47:00,180.0,Лето,Лето
638.49,420,66,6,Морской,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-08-21 17:08:00,2023-08-24 11:08:00,13.2,Лето,Лето
639.22,527,56,4,Морской,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Казань,Розничный,2023-06-01 19:47:00,2023-06-04 03:47:00,292.0,Лето,Лето
639.42,535,53,4,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-04-22 03:23:00,2023-04-24 08:23:00,70.0,Весна,Весна
639.66,504,2,1,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-08-29 14:39:00,2023-08-29 16:39:00,2.2,Лето,Лето
639.9,556,15,8,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-02-10 07:26:00,2023-02-10 22:26:00,7.84,Зима,Зима
64.21,51,12,7,Грузовик,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-09-14 21:21:00,2023-09-15 09:21:00,2.1,Осень,Осень
641.85,748,50,8,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-05-11 23:11:00,2023-05-14 01:11:00,0.104,Весна,Весна
642.27,358,25,5,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Казань,Розничный,2023-03-16 05:06:00,2023-03-17 06:06:00,0.8999999999999999,Весна,Весна
644.31,708,11,1,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-04-09 04:02:00,2023-04-09 15:02:00,0.4,Весна,Весна
645.82,883,33,4,Грузовик,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-12-06 19:09:00,2023-12-08 04:09:00,1.32,Зима,Зима
646.56,350,22,7,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-24 22:58:00,2023-12-25 20:58:00,2.31,Зима,Зима
646.95,742,15,7,Грузовик,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2024-01-01 06:56:00,2024-01-01 21:56:00,2.1,Зима,Зима
65.98,68,22,10,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-04-18 01:55:00,2023-04-18 23:55:00,2.5,Весна,Весна
650.52,945,56,10,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-05-04 02:04:00,2023-05-06 10:04:00,175.0,Весна,Весна
651.18,904,65,2,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-05-04 02:52:00,2023-05-06 19:52:00,1.4,Весна,Весна
653.18,358,63,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-09-03 21:10:00,2023-09-06 12:10:00,140.0,Осень,Осень
653.67,462,51,1,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-04-04 19:33:00,2023-04-06 22:33:00,0.5,Весна,Весна
656.29,750,10,1,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-05-02 06:20:00,2023-05-02 16:20:00,0.17,Весна,Весна
656.4,703,38,6,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Краснодар,Розничный,2023-07-02 17:28:00,2023-07-04 07:28:00,420.0,Лето,Лето
657.54,594,38,5,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-12-27 23:26:00,2023-12-29 13:26:00,1.5,Зима,Зима
658.51,590,41,2,ЖД,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-01-05 05:46:00,2023-01-06 22:46:00,140.0,Зима,Зима
659.13,658,1,5,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-09-24 08:26:00,2023-09-24 09:26:00,3.5,Осень,Осень
659.17,351,63,1,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-01-19 23:13:00,2023-01-22 14:13:00,0.98,Зима,Зима
659.22,471,6,1,Авиа,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-30 05:56:00,2023-03-30 11:56:00,0.17,Весна,Весна
66.33,100,11,6,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-06-20 01:29:00,2023-06-20 12:29:00,5.88,Лето,Лето
66.58,84,31,10,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-10-19 17:37:00,2023-10-21 00:37:00,0.13,Осень,Осень
660.74,524,1,3,Морской,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Москва,Розничный,2023-09-15 23:48:00,2023-09-16 00:48:00,1.2000000000000002,Осень,Осень
660.76,545,13,10,Авиа,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-29 07:34:00,2023-12-29 20:34:00,2.5,Зима,Зима
661.05,490,4,1,Грузовик,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-05-05 06:31:00,2023-05-05 10:31:00,0.6,Весна,Весна
661.1,415,58,5,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-03-16 22:24:00,2023-03-19 08:24:00,350.0,Весна,Весна
661.23,500,41,8,Авиа,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-06-29 03:27:00,2023-06-30 20:27:00,1.44,Лето,Лето
662.8,591,70,3,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-01-15 23:04:00,2023-01-18 21:04:00,1.7999999999999998,Зима,Зима
663.5,491,15,2,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-29 00:20:00,2023-03-29 15:20:00,140.0,Весна,Весна
664.47,478,49,1,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-12-21 10:33:00,2023-12-23 11:33:00,0.25,Зима,Зима
664.61,337,22,5,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-05-14 13:30:00,2023-05-15 11:30:00,4.9,Весна,Весна
664.8,627,28,6,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-06-28 20:01:00,2023-06-30 00:01:00,1.7999999999999998,Лето,Лето
665.05,888,12,2,Морской,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-02-26 09:33:00,2023-02-26 21:33:00,140.0,Зима,Зима
666.29,559,10,2,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-04-25 20:10:00,2023-04-26 06:10:00,1.2,Весна,Весна
667.14,828,49,5,Авиа,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-12-12 09:20:00,2023-12-14 10:20:00,2.5,Зима,Зима
667.4,410,62,5,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Казань,Розничный,2023-09-13 17:16:00,2023-09-16 07:16:00,131.5,Осень,Осень
667.96,364,50,8,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-04-03 21:07:00,2023-04-05 23:07:00,2.0,Весна,Весна
668.33,431,18,10,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-01-07 15:38:00,2023-01-08 09:38:00,0.3,Зима,Зима
669.59,458,5,6,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-09-24 04:23:00,2023-09-24 09:23:00,1.02,Осень,Осень
67.14,79,24,3,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-10-29 02:16:00,2023-10-30 02:16:00,0.8999999999999999,Осень,Осень
670.47,774,51,9,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-07-25 09:28:00,2023-07-27 12:28:00,45.0,Лето,Лето
670.66,423,37,10,ЖД,VIP,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-01-09 18:10:00,2023-01-11 07:10:00,700.0,Зима,Зима
670.84,479,38,3,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-12-12 13:57:00,2023-12-14 03:57:00,1.7999999999999998,Зима,Зима
671.22,477,36,2,Морской,B2B,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-07-23 15:26:00,2023-07-25 03:26:00,1.96,Лето,Лето
672.53,567,19,2,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Москва,Розничный,2023-08-15 10:29:00,2023-08-16 05:29:00,0.8,Лето,Лето
672.68,724,50,10,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-03-10 01:34:00,2023-03-12 03:34:00,6.0,Весна,Весна
672.74,464,60,6,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-12 09:22:00,2023-02-14 21:22:00,1.98,Зима,Зима
674.75,443,49,6,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-07-08 21:09:00,2023-07-10 22:09:00,3.0,Лето,Лето
674.83,681,36,10,Грузовик,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-03-01 08:13:00,2023-03-02 20:13:00,5.0,Весна,Весна
678.57,437,3,10,ЖД,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-02-26 01:11:00,2023-02-26 04:11:00,175.0,Зима,Зима
678.61,932,69,5,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-09-07 14:48:00,2023-09-10 11:48:00,11.0,Осень,Осень
679.8,466,26,7,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-03-20 14:42:00,2023-03-21 16:42:00,420.0,Весна,Весна
681.54,505,24,2,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-03-13 05:37:00,2023-03-14 05:37:00,52.6,Весна,Весна
681.74,466,37,2,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-22 08:31:00,2023-02-23 21:31:00,0.026,Зима,Зима
683.47,913,60,3,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-11-06 21:09:00,2023-11-09 09:09:00,0.99,Осень,Осень
684.96,414,55,3,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-03-05 00:20:00,2023-03-07 07:20:00,9.15,Весна,Весна
686.02,966,16,1,Грузовик,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-09-07 22:58:00,2023-09-08 14:58:00,5.0,Осень,Осень
686.31,368,25,6,Морской,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-01 23:59:00,2023-03-03 00:59:00,1.02,Весна,Весна
687.1,609,39,1,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-01-08 03:30:00,2023-01-09 18:30:00,2.2,Зима,Зима
689.56,847,44,3,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-09-14 15:54:00,2023-09-16 11:54:00,210.0,Осень,Осень
689.69,827,70,8,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-02 23:06:00,2023-01-05 21:06:00,2.0,Зима,Зима
689.74,856,13,8,Авиа,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-10-11 17:29:00,2023-10-12 06:29:00,4.0,Осень,Осень
69.01,46,39,5,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-12-16 08:27:00,2023-12-17 23:27:00,45.0,Зима,Зима
691.04,390,25,9,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-05-05 05:09:00,2023-05-06 06:09:00,5.4,Весна,Весна
692.3,395,29,6,Морской,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-04-01 06:57:00,2023-04-02 11:57:00,360.0,Весна,Весна
694.05,828,58,8,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-10-05 19:56:00,2023-10-08 05:56:00,480.0,Осень,Осень
694.73,518,55,3,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-09-02 10:40:00,2023-09-04 17:40:00,1.2000000000000002,Осень,Осень
695.98,552,4,8,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-25 17:52:00,2023-05-25 21:52:00,1.44,Весна,Весна
696.63,895,24,5,Грузовик,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-03 09:31:00,2023-04-04 09:31:00,17.5,Весна,Весна
696.65,812,15,1,Морской,VIP,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-04-19 12:54:00,2023-04-20 03:54:00,0.33,Весна,Весна
696.88,402,66,10,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-03-06 15:16:00,2023-03-09 09:16:00,600.0,Весна,Весна
697.88,756,15,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-05-06 10:53:00,2023-05-07 01:53:00,40.0,Весна,Весна
697.89,991,17,9,Грузовик,B2B,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-01-12 21:57:00,2023-01-13 14:57:00,5.4,Зима,Зима
698.23,482,11,6,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Екатеринбург,Розничный,2023-10-25 12:13:00,2023-10-25 23:13:00,13.2,Осень,Осень
699.29,485,47,7,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-20 22:12:00,2023-01-22 21:12:00,6.859999999999999,Зима,Зима
699.38,764,15,5,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-31 11:58:00,2023-06-01 02:58:00,3.0,Весна,Лето
7.37,6,44,1,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-03-18 13:09:00,2023-03-20 09:09:00,0.7,Весна,Весна
70.11,62,70,2,Морской,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-03-22 16:29:00,2023-03-25 14:29:00,0.6,Весна,Весна
70.27,119,48,7,Грузовик,VIP,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-06-17 01:48:00,2023-06-19 01:48:00,1.1900000000000002,Лето,Лето
70.46,119,63,6,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-02-13 02:26:00,2023-02-15 17:26:00,3.6,Зима,Зима
700.36,550,53,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-01-24 23:59:00,2023-01-27 04:59:00,27.45,Зима,Зима
700.58,682,3,9,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-09-21 19:43:00,2023-09-21 22:43:00,2.7,Осень,Осень
700.94,713,37,3,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-04-14 09:18:00,2023-04-15 22:18:00,180.0,Весна,Весна
701.55,429,25,4,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-10-13 21:25:00,2023-10-14 22:25:00,70.0,Осень,Осень
701.61,683,32,10,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-05-02 03:05:00,2023-05-03 11:05:00,3.3000000000000003,Весна,Весна
701.62,426,23,4,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-08-01 04:32:00,2023-08-02 03:32:00,0.68,Лето,Лето
