,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
3310,633.78,768,41,3,B2C,Физическое лицо,Одежда,Мужская,Сочи,Краснодар,Розничный,2023-12-07 17:53:00,2023-12-09 10:53:00,1.5,Зима,Зима
2367,414.66,326,17,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Калининград,Розничный,2023-12-07 18:40:00,2023-12-08 11:40:00,0.98,Зима,Зима
3451,668.45,519,70,10,B2B,Физическое лицо,Одежда,Женская,Казань,Новосибирск,Оптовый,2023-12-07 19:01:00,2023-12-10 17:01:00,3.3000000000000003,Зима,Зима
520,1242.72,834,61,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Екатеринбург,Розничный,2023-12-07 22:23:00,2023-12-10 11:23:00,0.98,Зима,Зима
2658,483.77,327,27,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Розничный,2023-12-07 22:40:00,2023-12-09 01:40:00,2.1,Зима,Зима
421,1195.98,711,36,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-12-08 00:03:00,2023-12-09 12:03:00,45.0,Зима,Зима
1199,1730.58,987,24,3,B2C,Юридическое лицо,Одежда,Мужская,Москва,Казань,Розничный,2023-12-08 02:53:00,2023-12-09 02:53:00,2.1,Зима,Зима
2441,43.51,38,25,5,VIP,Физическое лицо,Одежда,Мужская,Новосибирск,Нижний Новгород,Розничный,2023-12-08 10:02:00,2023-12-09 11:02:00,3.5,Зима,Зима
2607,47.04,28,49,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Казань,Розничный,2023-12-08 11:26:00,2023-12-10 12:26:00,1.36,Зима,Зима
787,1403.07,796,53,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-12-08 12:07:00,2023-12-10 17:07:00,3.5,Зима,Зима
2765,504.86,331,19,8,B2C,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Москва,Розничный,2023-12-08 12:11:00,2023-12-09 07:11:00,2.0,Зима,Зима
1497,224.57,216,57,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-12-08 15:56:00,2023-12-11 00:56:00,27.45,Зима,Зима
4520,999.13,854,55,2,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Москва,Розничный,2023-12-08 22:54:00,2023-12-11 05:54:00,0.5,Зима,Зима
1581,246.48,139,28,1,B2B,Юридическое лицо,Спорттовары,Тренажеры,Новосибирск,Казань,Розничный,2023-12-08 23:43:00,2023-12-10 03:43:00,73.0,Зима,Зима
4399,954.17,527,14,10,B2C,Физическое лицо,Одежда,Мужская,Сочи,Сочи,Розничный,2023-12-09 00:00:00,2023-12-09 14:00:00,7.0,Зима,Зима
3975,820.48,432,15,3,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Казань,Розничный,2023-12-09 03:03:00,2023-12-09 18:03:00,6.6000000000000005,Зима,Зима
1314,1867.39,984,51,2,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Розничный,2023-12-09 09:32:00,2023-12-11 12:32:00,0.66,Зима,Зима
2377,417.16,379,31,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Казань,Розничный,2023-12-09 11:59:00,2023-12-10 18:59:00,8.82,Зима,Зима
3185,602.94,613,37,10,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Москва,Розничный,2023-12-09 15:39:00,2023-12-11 04:39:00,22.0,Зима,Зима
1418,204.83,350,24,2,B2B,Физическое лицо,Одежда,Мужская,Нижний Новгород,Санкт-Петербург,Розничный,2023-12-09 23:10:00,2023-12-10 23:10:00,0.6,Зима,Зима
3774,76.71,107,46,1,B2B,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Новосибирск,Розничный,2023-12-09 23:31:00,2023-12-11 21:31:00,60.0,Зима,Зима
3821,777.45,881,20,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-12-10 00:11:00,2023-12-10 20:11:00,24.4,Зима,Зима
943,1505.31,942,38,2,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-12-10 03:51:00,2023-12-11 17:51:00,10.0,Зима,Зима
4044,84.7,45,24,5,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Казань,Розничный,2023-12-10 05:18:00,2023-12-11 05:18:00,1.5,Зима,Зима
864,1451.85,829,32,5,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Казань,Розничный,2023-12-10 05:41:00,2023-12-11 13:41:00,25.0,Зима,Зима
2587,466.36,851,35,10,B2B,Физическое лицо,Одежда,Женская,Сочи,Новосибирск,Розничный,2023-12-10 06:05:00,2023-12-11 17:05:00,6.0,Зима,Зима
1468,216.2,149,11,3,B2B,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-12-10 06:08:00,2023-12-10 17:08:00,2.94,Зима,Зима
1786,290.07,153,13,10,B2C,Юридическое лицо,Одежда,Женская,Нижний Новгород,Нижний Новгород,Розничный,2023-12-10 13:28:00,2023-12-11 02:28:00,3.3000000000000003,Зима,Зима
3036,565.7,521,17,8,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-12-10 15:00:00,2023-12-11 08:00:00,3.2,Зима,Зима
740,1376.01,851,55,8,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Сочи,Розничный,2023-12-10 15:55:00,2023-12-12 22:55:00,17.6,Зима,Зима
1236,178.09,336,7,1,B2C,Физическое лицо,Одежда,Женская,Казань,Краснодар,Розничный,2023-12-10 19:44:00,2023-12-11 02:44:00,0.33,Зима,Зима
4155,872.66,927,21,3,VIP,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Розничный,2023-12-11 00:29:00,2023-12-11 21:29:00,1.2000000000000002,Зима,Зима
246,1103.82,918,57,6,B2C,Физическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-12-11 01:53:00,2023-12-13 10:53:00,1.08,Зима,Зима
4096,852.3,431,23,10,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-12-11 03:44:00,2023-12-12 02:44:00,2.5,Зима,Зима
2478,438.05,279,72,5,B2C,Юридическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-12-11 03:46:00,2023-12-14 03:46:00,0.8500000000000001,Зима,Зима
3276,623.79,391,36,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Розничный,2023-12-11 05:45:00,2023-12-12 17:45:00,70.0,Зима,Зима
4179,878.6,683,57,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-12-11 06:44:00,2023-12-13 15:44:00,3.92,Зима,Зима
764,139.84,254,46,2,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-12-11 09:00:00,2023-12-13 07:00:00,4.4,Зима,Зима
166,107.88,167,3,5,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-12-11 11:00:00,2023-12-11 14:00:00,0.065,Зима,Зима
2673,486.12,913,7,5,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Розничный,2023-12-11 11:17:00,2023-12-11 18:17:00,25.0,Зима,Зима
2664,484.98,454,7,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Розничный,2023-12-11 12:05:00,2023-12-11 19:05:00,140.0,Зима,Зима
4140,869.09,571,64,4,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-12-11 14:13:00,2023-12-14 06:13:00,1.32,Зима,Зима
2988,551.89,377,48,9,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-11 14:45:00,2023-12-13 14:45:00,5.4,Зима,Зима
1395,20.89,14,67,7,B2C,Физическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Розничный,2023-12-11 15:38:00,2023-12-14 10:38:00,4.2,Зима,Зима
2341,408.71,295,8,5,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-12-11 16:01:00,2023-12-12 00:01:00,1.5,Зима,Зима
242,1100.49,735,1,7,B2C,Физическое лицо,Одежда,Мужская,Москва,Казань,Розничный,2023-12-11 16:08:00,2023-12-11 17:08:00,3.5,Зима,Зима
178,1076.67,719,72,7,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-12-11 17:37:00,2023-12-14 17:37:00,35.0,Зима,Зима
4454,972.44,578,2,6,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Нижний Новгород,Розничный,2023-12-12 06:26:00,2023-12-12 08:26:00,1.7999999999999998,Зима,Зима
3818,777.02,622,63,3,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Екатеринбург,Розничный,2023-12-12 06:53:00,2023-12-14 21:53:00,0.09,Зима,Зима
2342,408.75,245,5,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Розничный,2023-12-12 09:57:00,2023-12-12 14:57:00,72.0,Зима,Зима
1919,321.64,283,13,2,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-12-12 10:22:00,2023-12-12 23:22:00,0.026,Зима,Зима
3180,601.68,530,41,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-12-12 10:27:00,2023-12-14 03:27:00,87.5,Зима,Зима
3929,807.06,693,20,2,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Москва,Розничный,2023-12-12 16:12:00,2023-12-13 12:12:00,0.06,Зима,Зима
2398,420.47,560,48,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-12-12 19:28:00,2023-12-14 19:28:00,60.0,Зима,Зима
407,1189.7,776,54,2,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-12-12 19:34:00,2023-12-15 01:34:00,20.0,Зима,Зима
4270,913.16,500,24,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-12-12 20:18:00,2023-12-13 20:18:00,36.0,Зима,Зима
1833,301.36,234,9,10,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-12-12 21:17:00,2023-12-13 06:17:00,9.8,Зима,Зима
1891,313.96,330,16,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-12-12 22:36:00,2023-12-13 14:36:00,9.15,Зима,Зима
952,1509.51,929,18,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Екатеринбург,Розничный,2023-12-13 04:05:00,2023-12-13 22:05:00,87.5,Зима,Зима
3936,809.09,921,70,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-12-13 05:22:00,2023-12-16 03:22:00,52.5,Зима,Зима
3585,706.49,773,15,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Розничный,2023-12-13 05:26:00,2023-12-13 20:26:00,24.5,Зима,Зима
4095,852.24,730,42,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-12-13 07:53:00,2023-12-15 01:53:00,0.98,Зима,Зима
2627,474.57,263,21,6,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Оптовый,2023-12-13 09:05:00,2023-12-14 06:05:00,13.2,Зима,Зима
2105,36.0,39,1,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-12-13 17:08:00,2023-12-13 18:08:00,7.84,Зима,Зима
3853,785.74,918,63,2,B2C,Юридическое лицо,Одежда,Мужская,Москва,Санкт-Петербург,Розничный,2023-12-13 19:10:00,2023-12-16 10:10:00,0.6,Зима,Зима
580,1274.01,763,45,10,B2C,Физическое лицо,Одежда,Мужская,Москва,Краснодар,Розничный,2023-12-13 19:34:00,2023-12-15 16:34:00,5.0,Зима,Зима
1619,254.6,471,50,4,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Нижний Новгород,Розничный,2023-12-13 23:42:00,2023-12-16 01:42:00,8.8,Зима,Зима
1442,212.38,285,54,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Новосибирск,Оптовый,2023-12-14 00:44:00,2023-12-16 06:44:00,140.0,Зима,Зима
2924,539.39,670,50,1,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-12-14 06:18:00,2023-12-16 08:18:00,5.0,Зима,Зима
3235,613.27,440,45,5,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Казань,Розничный,2023-12-14 06:51:00,2023-12-16 03:51:00,11.0,Зима,Зима
3043,567.31,342,22,3,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-12-14 09:29:00,2023-12-15 07:29:00,0.99,Зима,Зима
1338,19.86,24,17,8,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-12-14 22:54:00,2023-12-15 15:54:00,1.44,Зима,Зима
2258,39.63,20,6,1,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-12-15 00:07:00,2023-12-15 06:07:00,0.03,Зима,Зима
3392,655.39,712,28,7,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-12-15 02:04:00,2023-12-16 06:04:00,15.400000000000002,Зима,Зима
1845,304.4,537,42,5,B2C,Юридическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Розничный,2023-12-15 11:09:00,2023-12-17 05:09:00,1.5,Зима,Зима
4121,861.46,658,17,9,B2C,Физическое лицо,Одежда,Мужская,Казань,Москва,Оптовый,2023-12-15 13:16:00,2023-12-16 06:16:00,6.3,Зима,Зима
3583,706.33,772,50,7,VIP,Физическое лицо,Электроника,Мобильные устройства,Казань,Санкт-Петербург,Оптовый,2023-12-15 17:00:00,2023-12-17 19:00:00,1.1900000000000002,Зима,Зима
3635,720.5,405,55,8,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Краснодар,Розничный,2023-12-15 20:03:00,2023-12-18 03:03:00,80.0,Зима,Зима
2303,400.56,372,16,3,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-12-15 22:24:00,2023-12-16 14:24:00,0.75,Зима,Зима
1198,1730.51,874,14,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-12-16 02:49:00,2023-12-16 16:49:00,35.0,Зима,Зима
944,1505.88,854,33,3,B2B,Физическое лицо,Одежда,Унисекс,Сочи,Нижний Новгород,Розничный,2023-12-16 05:00:00,2023-12-17 14:00:00,1.2000000000000002,Зима,Зима
3459,67.53,109,41,10,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-12-16 05:22:00,2023-12-17 22:22:00,100.0,Зима,Зима
324,114.85,75,26,10,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-12-16 06:35:00,2023-12-17 08:35:00,4.0,Зима,Зима
4059,843.75,711,30,1,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Екатеринбург,Розничный,2023-12-16 09:28:00,2023-12-17 15:28:00,5.0,Зима,Зима
4025,836.09,466,49,4,B2C,Юридическое лицо,Одежда,Женская,Казань,Калининград,Розничный,2023-12-16 13:32:00,2023-12-18 14:32:00,1.2,Зима,Зима
2610,47.32,41,61,10,B2C,Физическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-12-16 15:47:00,2023-12-19 04:47:00,3.0,Зима,Зима
3737,748.02,994,69,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-12-16 16:39:00,2023-12-19 13:39:00,70.0,Зима,Зима
3812,773.41,615,4,7,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Санкт-Петербург,Розничный,2023-12-16 18:01:00,2023-12-16 22:01:00,4.2,Зима,Зима
76,103.6,138,43,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Москва,Розничный,2023-12-16 19:00:00,2023-12-18 14:00:00,60.0,Зима,Зима
52,102.57,169,7,5,B2C,Физическое лицо,Одежда,Женская,Казань,Москва,Оптовый,2023-12-16 19:31:00,2023-12-17 02:31:00,1.65,Зима,Зима
1800,295.25,308,21,8,B2B,Физическое лицо,Одежда,Женская,Казань,Новосибирск,Оптовый,2023-12-17 00:17:00,2023-12-17 21:17:00,2.4,Зима,Зима
2064,350.61,220,19,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-12-17 01:48:00,2023-12-17 20:48:00,5.88,Зима,Зима
1630,256.73,254,15,9,B2C,Физическое лицо,Одежда,Мужская,Казань,Екатеринбург,Оптовый,2023-12-17 06:33:00,2023-12-17 21:33:00,2.7,Зима,Зима
2804,513.43,787,18,7,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Новосибирск,Розничный,2023-12-17 08:52:00,2023-12-18 02:52:00,15.400000000000002,Зима,Зима
3199,607.09,991,58,2,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Оптовый,2023-12-17 09:13:00,2023-12-19 19:13:00,4.4,Зима,Зима
4038,838.72,541,72,1,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-12-17 09:40:00,2023-12-20 09:40:00,0.6,Зима,Зима
420,1195.31,768,38,4,VIP,Физическое лицо,Одежда,Женская,Нижний Новгород,Сочи,Розничный,2023-12-17 09:52:00,2023-12-18 23:52:00,2.4,Зима,Зима
354,1156.64,929,14,10,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Нижний Новгород,Розничный,2023-12-17 09:57:00,2023-12-17 23:57:00,0.3,Зима,Зима
1878,312.25,515,72,6,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Екатеринбург,Розничный,2023-12-17 10:17:00,2023-12-20 10:17:00,0.18,Зима,Зима
285,1123.73,797,4,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-12-17 10:51:00,2023-12-17 14:51:00,70.0,Зима,Зима
2596,467.99,257,1,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-12-17 13:33:00,2023-12-17 14:33:00,5.88,Зима,Зима
1166,17.03,28,3,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Москва,Розничный,2023-12-17 18:26:00,2023-12-17 21:26:00,131.5,Зима,Зима
317,1137.21,905,64,8,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-12-17 18:27:00,2023-12-20 10:27:00,40.0,Зима,Зима
2029,343.89,210,72,1,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Казань,Розничный,2023-12-17 21:24:00,2023-12-20 21:24:00,0.4,Зима,Зима
1100,162.26,256,27,9,B2C,Физическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Розничный,2023-12-17 22:40:00,2023-12-19 01:40:00,1.62,Зима,Зима
3759,755.61,423,40,9,B2B,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-12-18 00:20:00,2023-12-19 16:20:00,6.3,Зима,Зима
3923,803.84,875,56,6,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-12-18 03:51:00,2023-12-20 11:51:00,1.5,Зима,Зима
389,1175.69,778,71,2,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-12-18 05:28:00,2023-12-21 04:28:00,0.6,Зима,Зима
3208,609.56,837,50,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-12-18 06:22:00,2023-12-20 08:22:00,35.0,Зима,Зима
865,1452.8,826,43,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-12-18 08:01:00,2023-12-20 03:01:00,90.0,Зима,Зима
1645,26.1,15,35,5,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-12-18 08:17:00,2023-12-19 19:17:00,1.25,Зима,Зима
3350,643.23,845,43,3,B2B,Физическое лицо,Одежда,Мужская,Москва,Сочи,Розничный,2023-12-18 09:24:00,2023-12-20 04:24:00,2.1,Зима,Зима
2830,518.1,279,56,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Владивосток,Розничный,2023-12-18 13:02:00,2023-12-20 21:02:00,60.0,Зима,Зима
1369,195.56,352,29,1,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Москва,Краснодар,Розничный,2023-12-18 15:24:00,2023-12-19 20:24:00,70.0,Зима,Зима
3930,807.21,937,26,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Екатеринбург,Розничный,2023-12-18 15:36:00,2023-12-19 17:36:00,105.2,Зима,Зима
2286,398.4,706,16,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Екатеринбург,Розничный,2023-12-18 18:21:00,2023-12-19 10:21:00,1.02,Зима,Зима
3682,73.7,46,27,10,B2B,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-12-18 20:53:00,2023-12-19 23:53:00,1.7999999999999998,Зима,Зима
3032,564.65,378,6,7,B2B,Физическое лицо,Одежда,Унисекс,Москва,Краснодар,Розничный,2023-12-18 21:33:00,2023-12-19 03:33:00,1.26,Зима,Зима
969,152.41,261,14,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Екатеринбург,Розничный,2023-12-18 22:26:00,2023-12-19 12:26:00,0.17,Зима,Зима
2894,531.31,479,46,5,B2C,Юридическое лицо,Одежда,Женская,Москва,Санкт-Петербург,Розничный,2023-12-18 23:59:00,2023-12-20 21:59:00,1.65,Зима,Зима
26,1008.87,800,51,6,B2B,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Калининград,Розничный,2023-12-19 03:35:00,2023-12-21 06:35:00,0.078,Зима,Зима
3356,645.38,721,60,3,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Новосибирск,Розничный,2023-12-19 10:32:00,2023-12-21 22:32:00,0.54,Зима,Зима
2878,529.61,742,40,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Екатеринбург,Розничный,2023-12-19 10:49:00,2023-12-21 02:49:00,0.8500000000000001,Зима,Зима
3792,768.75,942,33,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Краснодар,Оптовый,2023-12-19 11:33:00,2023-12-20 20:33:00,50.0,Зима,Зима
2714,494.37,495,59,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Сочи,Розничный,2023-12-19 12:06:00,2023-12-21 23:06:00,1.25,Зима,Зима
4453,972.42,729,68,10,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Краснодар,Розничный,2023-12-19 14:37:00,2023-12-22 10:37:00,22.0,Зима,Зима
2698,49.86,55,59,3,B2C,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-12-19 15:23:00,2023-12-22 02:23:00,2.1,Зима,Зима
2706,491.98,450,68,8,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-12-19 19:13:00,2023-12-22 15:13:00,2.4,Зима,Зима
4429,966.25,531,64,8,B2C,Физическое лицо,Одежда,Унисекс,Казань,Новосибирск,Оптовый,2023-12-19 22:05:00,2023-12-22 14:05:00,1.44,Зима,Зима
1527,230.65,295,59,10,B2B,Физическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-12-20 05:07:00,2023-12-22 16:07:00,4.0,Зима,Зима
2475,437.75,355,22,6,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Владивосток,Розничный,2023-12-20 08:25:00,2023-12-21 06:25:00,30.0,Зима,Зима
3096,58.68,59,1,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-12-20 08:41:00,2023-12-20 09:41:00,140.0,Зима,Зима
2990,552.32,819,9,1,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-12-20 09:11:00,2023-12-20 18:11:00,3.5,Зима,Зима
4422,963.02,736,42,7,B2C,Юридическое лицо,Одежда,Унисекс,Сочи,Москва,Розничный,2023-12-20 09:51:00,2023-12-22 03:51:00,1.26,Зима,Зима
2773,507.07,663,63,2,B2B,Физическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-12-20 10:42:00,2023-12-23 01:42:00,1.0,Зима,Зима
695,134.28,186,22,4,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-12-20 11:35:00,2023-12-21 09:35:00,1.32,Зима,Зима
2944,543.56,456,61,6,B2B,Физическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-12-20 12:31:00,2023-12-23 01:31:00,0.18,Зима,Зима
4475,98.08,66,10,5,B2C,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-12-20 13:56:00,2023-12-20 23:56:00,1.5,Зима,Зима
146,1064.31,641,47,5,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Сочи,Розничный,2023-12-20 18:15:00,2023-12-22 17:15:00,11.0,Зима,Зима
1109,1625.53,843,52,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-12-20 21:08:00,2023-12-23 01:08:00,7.0,Зима,Зима
557,1260.71,765,31,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Сочи,Розничный,2023-12-20 22:06:00,2023-12-22 05:06:00,70.0,Зима,Зима
1823,30.3,18,55,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-12-20 22:56:00,2023-12-23 05:56:00,26.3,Зима,Зима
410,119.43,60,52,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Москва,Розничный,2023-12-21 00:03:00,2023-12-23 04:03:00,52.6,Зима,Зима
4169,876.92,685,43,10,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-12-21 07:47:00,2023-12-23 02:47:00,5.0,Зима,Зима
301,1131.28,965,53,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-12-21 10:54:00,2023-12-23 15:54:00,9.0,Зима,Зима
1347,191.2,103,53,10,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-12-21 16:39:00,2023-12-23 21:39:00,3.0,Зима,Зима
4411,960.37,675,27,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-12-21 17:10:00,2023-12-22 20:10:00,45.0,Зима,Зима
2254,389.49,231,72,8,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Санкт-Петербург,Розничный,2023-12-21 19:32:00,2023-12-24 19:32:00,4.0,Зима,Зима
2918,537.44,506,51,1,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Оптовый,2023-12-21 20:00:00,2023-12-23 23:00:00,10.0,Зима,Зима
