,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
3548,7.67,6,61,4,B2C,Физическое лицо,Одежда,Мужская,Казань,Екатеринбург,Розничный,2023-10-25 03:42:00,2023-10-27 16:42:00,2.0,Осень,Осень
3958,822.69,530,3,5,B2C,Физическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-10-25 03:56:00,2023-10-25 06:56:00,0.8999999999999999,Осень,Осень
2320,399.44,349,49,2,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-10-25 05:03:00,2023-10-27 06:03:00,1.4,Осень,Осень
3032,561.76,373,46,10,VIP,Юридическое лицо,Электроника,Мобильные устройства,Новосибирск,Новосибирск,Розничный,2023-10-25 07:27:00,2023-10-27 05:27:00,1.7000000000000002,Осень,Осень
2989,552.25,552,20,1,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-10-25 09:43:00,2023-10-26 05:43:00,5.0,Осень,Осень
2063,346.43,310,19,5,B2C,Физическое лицо,Одежда,Мужская,Казань,Екатеринбург,Оптовый,2023-10-25 12:12:00,2023-10-26 07:12:00,1.5,Осень,Осень
4340,958.34,550,67,5,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Владивосток,Розничный,2023-10-25 12:45:00,2023-10-28 07:45:00,2.5,Осень,Осень
3199,604.59,921,40,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-10-25 12:54:00,2023-10-27 04:54:00,0.98,Осень,Осень
2910,530.31,376,52,8,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-10-25 14:36:00,2023-10-27 18:36:00,17.6,Осень,Осень
2150,365.0,437,43,7,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Новосибирск,Розничный,2023-10-25 14:56:00,2023-10-27 09:56:00,4.2,Осень,Осень
2800,507.15,369,36,8,B2C,Физическое лицо,Одежда,Мужская,Москва,Нижний Новгород,Розничный,2023-10-25 15:43:00,2023-10-27 03:43:00,2.4,Осень,Осень
3534,697.6,821,53,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Владивосток,Оптовый,2023-10-25 16:07:00,2023-10-27 21:07:00,1.5,Осень,Осень
1128,166.04,227,48,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-10-25 19:56:00,2023-10-27 19:56:00,63.0,Осень,Осень
2679,48.9,50,31,9,B2C,Юридическое лицо,Одежда,Женская,Москва,Казань,Розничный,2023-10-26 00:13:00,2023-10-27 07:13:00,2.97,Осень,Осень
2247,383.25,638,56,6,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-10-26 00:26:00,2023-10-28 08:26:00,1.5,Осень,Осень
3860,792.63,644,58,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-10-26 01:07:00,2023-10-28 11:07:00,9.0,Осень,Осень
291,1138.34,800,17,7,B2B,Физическое лицо,Электроника,Аксессуары,Новосибирск,Казань,Розничный,2023-10-26 01:34:00,2023-10-26 18:34:00,1.75,Осень,Осень
243,1114.09,582,70,9,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-10-26 04:43:00,2023-10-29 02:43:00,0.27,Осень,Осень
2685,482.38,549,38,7,B2B,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-10-26 08:45:00,2023-10-27 22:45:00,1.26,Осень,Осень
4248,923.86,715,30,5,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Казань,Оптовый,2023-10-26 11:55:00,2023-10-27 17:55:00,0.065,Осень,Осень
2595,46.94,50,40,10,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Калининград,Розничный,2023-10-26 12:09:00,2023-10-28 04:09:00,50.0,Осень,Осень
4240,92.02,53,32,7,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Сочи,Розничный,2023-10-26 14:15:00,2023-10-27 22:15:00,3.5,Осень,Осень
2272,389.07,263,18,1,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Екатеринбург,Розничный,2023-10-26 15:50:00,2023-10-27 09:50:00,0.18,Осень,Осень
2065,346.62,241,32,6,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Сочи,Розничный,2023-10-26 16:09:00,2023-10-28 00:09:00,1.08,Осень,Осень
2934,537.98,501,71,7,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-10-26 16:12:00,2023-10-29 15:12:00,1.75,Осень,Осень
2274,389.33,627,27,8,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Оптовый,2023-10-26 20:23:00,2023-10-27 23:23:00,2.0,Осень,Осень
3966,826.96,485,23,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Екатеринбург,Розничный,2023-10-26 20:53:00,2023-10-27 19:53:00,6.1,Осень,Осень
4279,936.44,525,68,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Владивосток,Розничный,2023-10-26 21:58:00,2023-10-29 17:58:00,120.0,Осень,Осень
2940,539.57,495,1,8,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Розничный,2023-10-27 00:32:00,2023-10-27 01:32:00,0.104,Осень,Осень
536,1271.68,951,20,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Екатеринбург,Розничный,2023-10-27 00:37:00,2023-10-27 20:37:00,0.8500000000000001,Осень,Осень
1650,253.24,362,14,9,B2C,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-10-27 05:39:00,2023-10-27 19:39:00,2.97,Осень,Осень
2204,375.1,212,62,9,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Санкт-Петербург,Розничный,2023-10-27 07:23:00,2023-10-29 21:23:00,1.62,Осень,Осень
2960,545.42,583,38,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-10-27 12:14:00,2023-10-29 02:14:00,31.5,Осень,Осень
1710,266.22,283,2,3,VIP,Юридическое лицо,Электроника,Компьютеры,Москва,Казань,Розничный,2023-10-27 12:17:00,2023-10-27 14:17:00,15.0,Осень,Осень
1075,1613.12,821,23,8,VIP,Физическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-10-28 01:48:00,2023-10-29 00:48:00,17.6,Осень,Осень
4087,868.49,805,47,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-10-28 03:53:00,2023-10-30 02:53:00,52.6,Осень,Осень
3237,612.85,565,67,2,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-10-28 07:50:00,2023-10-31 02:50:00,4.4,Осень,Осень
2767,50.27,33,46,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-10-28 08:13:00,2023-10-30 06:13:00,5.88,Осень,Осень
312,1144.24,699,19,4,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-10-28 08:23:00,2023-10-29 03:23:00,2.4,Осень,Осень
2482,432.83,268,56,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-10-28 09:00:00,2023-10-30 17:00:00,17.5,Осень,Осень
499,1256.0,680,70,4,B2C,Физическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Розничный,2023-10-28 09:56:00,2023-10-31 07:56:00,1.6,Осень,Осень
4379,972.15,628,72,3,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Казань,Розничный,2023-10-28 09:56:00,2023-10-31 09:56:00,0.99,Осень,Осень
2715,488.48,747,22,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-10-28 11:40:00,2023-10-29 09:40:00,3.05,Осень,Осень
1251,1781.42,918,49,5,B2B,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-10-28 17:53:00,2023-10-30 18:53:00,3.0,Осень,Осень
270,1128.39,796,2,9,B2C,Физическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-10-28 19:28:00,2023-10-28 21:28:00,2.7,Осень,Осень
1717,266.99,180,5,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Москва,Розничный,2023-10-28 19:40:00,2023-10-29 00:40:00,2.94,Осень,Осень
705,1352.27,698,39,9,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Казань,Розничный,2023-10-28 21:56:00,2023-10-30 12:56:00,2.25,Осень,Осень
3350,644.02,924,17,1,B2C,Физическое лицо,Одежда,Мужская,Сочи,Санкт-Петербург,Розничный,2023-10-28 21:56:00,2023-10-29 14:56:00,0.5,Осень,Осень
2181,370.53,559,54,9,VIP,Физическое лицо,Одежда,Мужская,Нижний Новгород,Краснодар,Розничный,2023-10-28 23:29:00,2023-10-31 05:29:00,4.5,Осень,Осень
3442,67.14,79,24,3,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-10-29 02:16:00,2023-10-30 02:16:00,0.8999999999999999,Осень,Осень
2103,353.94,449,43,7,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Калининград,Розничный,2023-10-29 05:20:00,2023-10-31 00:20:00,1.26,Осень,Осень
3311,634.07,536,47,8,B2C,Юридическое лицо,Одежда,Женская,Казань,Сочи,Оптовый,2023-10-29 05:39:00,2023-10-31 04:39:00,4.8,Осень,Осень
3652,730.03,483,18,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Новосибирск,Екатеринбург,Розничный,2023-10-29 07:03:00,2023-10-30 01:03:00,70.0,Осень,Осень
1499,219.58,180,28,6,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-10-29 07:03:00,2023-10-30 11:03:00,60.0,Осень,Осень
879,1463.98,763,7,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-10-29 10:06:00,2023-10-29 17:06:00,24.4,Осень,Осень
1965,324.25,178,67,1,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-10-29 10:24:00,2023-11-01 05:24:00,0.4,Осень,Осень
1172,1701.27,950,33,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Оптовый,2023-10-29 15:13:00,2023-10-31 00:13:00,7.0,Осень,Осень
3656,731.02,522,5,7,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Казань,Розничный,2023-10-29 16:00:00,2023-10-29 21:00:00,1.26,Осень,Осень
3760,765.32,702,24,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-10-29 17:28:00,2023-10-30 17:28:00,0.34,Осень,Осень
913,1483.28,834,48,2,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-10-29 18:05:00,2023-10-31 18:05:00,0.026,Осень,Осень
1868,300.41,582,17,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-10-29 18:14:00,2023-10-30 11:14:00,87.5,Осень,Осень
411,12.09,9,12,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Сочи,Розничный,2023-10-29 19:48:00,2023-10-30 07:48:00,19.8,Осень,Осень
4195,907.18,891,72,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-10-29 19:56:00,2023-11-01 19:56:00,9.0,Осень,Осень
113,1046.67,949,55,4,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Владивосток,Оптовый,2023-10-29 22:06:00,2023-11-01 05:06:00,0.68,Осень,Осень
2176,37.53,29,36,9,VIP,Физическое лицо,Одежда,Женская,Новосибирск,Нижний Новгород,Розничный,2023-10-30 01:54:00,2023-10-31 13:54:00,2.7,Осень,Осень
274,113.0,60,27,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-10-30 05:46:00,2023-10-31 08:46:00,7.0,Осень,Осень
468,1230.69,660,61,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Казань,Розничный,2023-10-30 09:45:00,2023-11-01 22:45:00,0.34,Осень,Осень
769,139.89,256,47,8,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-10-30 12:25:00,2023-11-01 11:25:00,1.44,Осень,Осень
434,1208.15,878,72,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-10-30 13:08:00,2023-11-02 13:08:00,14.0,Осень,Осень
3416,661.25,691,9,9,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Розничный,2023-10-30 15:28:00,2023-10-31 00:28:00,1.62,Осень,Осень
997,155.73,95,64,2,B2C,Физическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-10-30 16:01:00,2023-11-02 08:01:00,0.66,Осень,Осень
2479,431.83,249,20,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-10-30 16:34:00,2023-10-31 12:34:00,14.0,Осень,Осень
2481,432.0,678,18,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-10-30 16:41:00,2023-10-31 10:41:00,6.1,Осень,Осень
501,1257.42,934,38,5,B2B,Физическое лицо,Спорттовары,Тренажеры,Москва,Новосибирск,Розничный,2023-10-30 17:52:00,2023-11-01 07:52:00,131.5,Осень,Осень
836,1430.87,766,20,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-10-30 17:55:00,2023-10-31 13:55:00,52.5,Осень,Осень
3388,652.94,367,11,9,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-10-30 23:02:00,2023-10-31 10:02:00,45.0,Осень,Осень
3252,616.23,605,18,10,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Калининград,Розничный,2023-10-31 00:31:00,2023-10-31 18:31:00,0.13,Осень,Осень
3231,610.65,551,69,10,B2C,Юридическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-10-31 07:45:00,2023-11-03 04:45:00,22.0,Осень,Осень
1701,263.92,228,51,1,B2B,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Москва,Розничный,2023-10-31 10:09:00,2023-11-02 13:09:00,70.0,Осень,Осень
2080,348.79,456,66,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-10-31 17:51:00,2023-11-03 11:51:00,54.0,Осень,Осень
2189,371.78,311,51,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-10-31 20:57:00,2023-11-02 23:57:00,72.0,Осень,Осень
4229,915.34,644,63,4,VIP,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Новосибирск,Розничный,2023-11-01 00:05:00,2023-11-03 15:05:00,20.0,Осень,Осень
1448,209.94,377,28,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Санкт-Петербург,Розничный,2023-11-01 03:02:00,2023-11-02 07:02:00,140.0,Осень,Осень
2500,438.85,277,62,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-11-01 08:44:00,2023-11-03 22:44:00,4.9,Осень,Осень
3550,7.84,5,24,3,B2B,Физическое лицо,Одежда,Мужская,Новосибирск,Нижний Новгород,Розничный,2023-11-01 13:16:00,2023-11-02 13:16:00,0.8999999999999999,Осень,Осень
2311,397.21,482,23,7,B2B,Юридическое лицо,Электроника,Аксессуары,Казань,Владивосток,Розничный,2023-11-01 14:31:00,2023-11-02 13:31:00,0.091,Осень,Осень
3307,633.74,868,67,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-11-01 16:27:00,2023-11-04 11:27:00,0.34,Осень,Осень
1242,1770.48,937,35,4,VIP,Физическое лицо,Одежда,Женская,Казань,Казань,Оптовый,2023-11-01 23:17:00,2023-11-03 10:17:00,1.32,Осень,Осень
846,1438.78,744,14,10,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Москва,Розничный,2023-11-01 23:51:00,2023-11-02 13:51:00,2.5,Осень,Осень
1833,293.02,162,27,10,B2C,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-11-02 01:14:00,2023-11-03 04:14:00,3.0,Осень,Осень
2298,392.86,258,70,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Казань,Розничный,2023-11-02 05:25:00,2023-11-05 03:25:00,105.2,Осень,Осень
1631,25.19,18,49,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Сочи,Розничный,2023-11-02 05:29:00,2023-11-04 06:29:00,140.0,Осень,Осень
2108,355.12,258,47,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-11-02 06:14:00,2023-11-04 05:14:00,6.859999999999999,Осень,Осень
3631,722.17,777,6,7,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-02 10:09:00,2023-11-02 16:09:00,2.8000000000000003,Осень,Осень
248,1115.99,564,21,4,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Казань,Розничный,2023-11-02 12:00:00,2023-11-03 09:00:00,20.0,Осень,Осень
3238,613.0,313,32,3,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-02 12:17:00,2023-11-03 20:17:00,0.99,Осень,Осень
33,1010.61,851,65,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Екатеринбург,Оптовый,2023-11-02 12:52:00,2023-11-05 05:52:00,1.5,Осень,Осень
1451,21.58,39,67,7,B2B,Юридическое лицо,Электроника,Компьютеры,Казань,Казань,Оптовый,2023-11-02 15:20:00,2023-11-05 10:20:00,15.400000000000002,Осень,Осень
3132,587.04,820,2,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-02 16:53:00,2023-11-02 18:53:00,9.8,Осень,Осень
3711,747.35,662,68,9,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Новосибирск,Оптовый,2023-11-02 18:40:00,2023-11-05 14:40:00,1.62,Осень,Осень
773,1394.11,855,34,5,B2C,Юридическое лицо,Одежда,Женская,Казань,Краснодар,Розничный,2023-11-02 19:18:00,2023-11-04 05:18:00,3.0,Осень,Осень
364,1170.06,900,27,3,B2B,Юридическое лицо,Электроника,Компьютеры,Новосибирск,Краснодар,Розничный,2023-11-02 19:32:00,2023-11-03 22:32:00,15.0,Осень,Осень
3611,719.2,993,62,3,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-11-02 20:42:00,2023-11-05 10:42:00,0.09,Осень,Осень
448,1216.05,704,52,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-11-03 00:17:00,2023-11-05 04:17:00,50.0,Осень,Осень
3156,594.48,444,41,10,B2B,Юридическое лицо,Электроника,Аксессуары,Сочи,Калининград,Розничный,2023-11-03 02:45:00,2023-11-04 19:45:00,2.5,Осень,Осень
319,1146.01,874,42,8,B2C,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-11-03 03:16:00,2023-11-04 21:16:00,2.4,Осень,Осень
2271,388.83,719,22,6,B2C,Физическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-11-03 03:59:00,2023-11-04 01:59:00,2.4000000000000004,Осень,Осень
3672,736.52,465,48,2,VIP,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-11-03 05:26:00,2023-11-05 05:26:00,0.34,Осень,Осень
1642,251.92,136,30,1,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-11-03 06:16:00,2023-11-04 12:16:00,9.0,Осень,Осень
543,1275.72,922,42,1,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Екатеринбург,Розничный,2023-11-03 08:21:00,2023-11-05 02:21:00,0.25,Осень,Осень
331,1152.87,778,20,5,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Калининград,Розничный,2023-11-03 18:45:00,2023-11-04 14:45:00,1.25,Осень,Осень
3317,636.64,981,44,2,VIP,Физическое лицо,Одежда,Унисекс,Сочи,Нижний Новгород,Розничный,2023-11-04 01:39:00,2023-11-05 21:39:00,0.8,Осень,Осень
1722,267.7,265,61,5,B2C,Физическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-11-04 02:44:00,2023-11-06 15:44:00,1.5,Осень,Осень
2997,553.1,659,56,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-11-04 04:11:00,2023-11-06 12:11:00,45.0,Осень,Осень
2151,365.16,620,3,10,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-11-04 16:48:00,2023-11-04 19:48:00,100.0,Осень,Осень
1525,225.04,292,63,1,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-04 20:35:00,2023-11-07 11:35:00,10.0,Осень,Осень
3798,776.5,714,49,5,B2B,Физическое лицо,Одежда,Унисекс,Казань,Сочи,Оптовый,2023-11-04 21:19:00,2023-11-06 22:19:00,3.0,Осень,Осень
1261,179.64,220,22,7,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Владивосток,Розничный,2023-11-05 00:16:00,2023-11-05 22:16:00,4.2,Осень,Осень
1605,245.72,123,60,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Нижний Новгород,Розничный,2023-11-05 00:39:00,2023-11-07 12:39:00,1.02,Осень,Осень
1464,212.8,323,15,3,VIP,Юридическое лицо,Одежда,Унисекс,Казань,Казань,Оптовый,2023-11-05 00:47:00,2023-11-05 15:47:00,1.7999999999999998,Осень,Осень
2741,494.0,332,51,4,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Казань,Розничный,2023-11-05 01:19:00,2023-11-07 04:19:00,0.052,Осень,Осень
1530,226.02,340,71,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-11-05 05:23:00,2023-11-08 04:23:00,8.82,Осень,Осень
1189,172.26,118,29,7,B2B,Физическое лицо,Одежда,Мужская,Казань,Калининград,Розничный,2023-11-05 07:15:00,2023-11-06 12:15:00,2.1,Осень,Осень
1474,214.47,206,11,4,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Владивосток,Розничный,2023-11-05 08:42:00,2023-11-05 19:42:00,1.0,Осень,Осень
1389,197.0,391,29,4,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-11-05 08:42:00,2023-11-06 13:42:00,0.68,Осень,Осень
4136,883.66,963,19,3,VIP,Юридическое лицо,Одежда,Унисекс,Новосибирск,Нижний Новгород,Розничный,2023-11-05 09:03:00,2023-11-06 04:03:00,0.54,Осень,Осень
2253,384.09,368,20,7,B2C,Юридическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-11-05 13:43:00,2023-11-06 09:43:00,15.400000000000002,Осень,Осень
2169,369.4,619,9,2,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Новосибирск,Розничный,2023-11-05 15:31:00,2023-11-06 00:31:00,1.2,Осень,Осень
2142,362.51,550,64,1,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-11-05 16:46:00,2023-11-08 08:46:00,2.2,Осень,Осень
2027,339.91,238,28,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-11-05 20:13:00,2023-11-07 00:13:00,28.0,Осень,Осень
2018,336.82,329,37,10,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Сочи,Розничный,2023-11-05 22:38:00,2023-11-07 11:38:00,7.0,Осень,Осень
4010,840.24,988,44,7,VIP,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-11-05 22:41:00,2023-11-07 18:41:00,63.0,Осень,Осень
1901,310.54,157,32,1,VIP,Физическое лицо,Электроника,Аксессуары,Сочи,Казань,Розничный,2023-11-06 02:10:00,2023-11-07 10:10:00,0.013,Осень,Осень
2948,541.8,1000,18,1,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-11-06 05:45:00,2023-11-06 23:45:00,0.98,Осень,Осень
788,14.61,10,24,2,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Краснодар,Розничный,2023-11-06 14:24:00,2023-11-07 14:24:00,0.5,Осень,Осень
642,132.27,114,28,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-11-06 20:01:00,2023-11-08 00:01:00,1.7000000000000002,Осень,Осень
4274,934.15,768,26,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-11-06 23:46:00,2023-11-08 01:46:00,3.5,Осень,Осень
565,1283.67,733,65,5,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Розничный,2023-11-07 01:54:00,2023-11-09 18:54:00,1.25,Осень,Осень
3472,68.49,69,28,1,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-11-07 03:26:00,2023-11-08 07:26:00,3.05,Осень,Осень
3298,63.58,84,68,3,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Нижний Новгород,Розничный,2023-11-07 03:34:00,2023-11-09 23:34:00,0.8999999999999999,Осень,Осень
2836,514.06,747,69,1,VIP,Физическое лицо,Электроника,Аксессуары,Москва,Новосибирск,Розничный,2023-11-07 03:37:00,2023-11-10 00:37:00,0.25,Осень,Осень
3473,68.57,103,21,4,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Краснодар,Оптовый,2023-11-07 04:21:00,2023-11-08 01:21:00,0.052,Осень,Осень
3276,623.62,404,37,2,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Нижний Новгород,Розничный,2023-11-07 07:34:00,2023-11-08 20:34:00,4.4,Осень,Осень
1347,189.63,138,47,9,B2B,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Калининград,Розничный,2023-11-07 07:39:00,2023-11-09 06:39:00,19.8,Осень,Осень
2896,527.95,754,67,10,VIP,Юридическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-11-07 09:33:00,2023-11-10 04:33:00,100.0,Осень,Осень
1483,216.84,171,62,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-11-07 13:27:00,2023-11-10 03:27:00,81.0,Осень,Осень
4079,865.48,757,45,8,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Сочи,Розничный,2023-11-07 14:20:00,2023-11-09 11:20:00,2.64,Осень,Осень
2824,511.99,728,64,3,B2C,Юридическое лицо,Одежда,Мужская,Сочи,Сочи,Розничный,2023-11-07 16:28:00,2023-11-10 08:28:00,2.1,Осень,Осень
2676,479.77,688,24,6,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Оптовый,2023-11-07 18:10:00,2023-11-08 18:10:00,1.02,Осень,Осень
